client_id,Variation,age_group,gender_clean
1170730,Test,30–45,Unknown
6780970,Test,30–45,Male
8995260,Control,45–60,Male
5765028,Test,60+,Male
3501547,Control,30–45,Male
9135689,Test,60+,Female
5330523,Control,45–60,Male
5557759,Control,30–45,Female
2516294,Control,30–45,Unknown
8314547,Control,45–60,Unknown
1051820,Test,60+,Female
7411561,Control,<30,Unknown
4657833,Control,60+,Male
864295,Test,60+,Female
2036439,Test,45–60,Unknown
9688091,Control,60+,Male
3015972,Control,30–45,Unknown
2591793,Test,45–60,Unknown
6513675,Control,45–60,Male
3681402,Control,45–60,Male
6808443,Test,45–60,Female
4716554,Control,45–60,Unknown
9889815,Test,45–60,Male
2633568,Control,<30,Male
4639816,Test,30–45,Female
2403780,Test,60+,Female
2498134,Test,30–45,Male
8630852,Control,30–45,Unknown
7603967,Control,45–60,Male
3519588,Test,60+,Male
1908654,Control,30–45,Female
3399869,Test,30–45,Female
3452377,Test,30–45,Female
2786042,Control,60+,Unknown
9369908,Control,45–60,Unknown
4627868,Control,30–45,Unknown
6014718,Test,45–60,Male
2147436,Control,60+,Male
4236442,Control,30–45,Unknown
3738762,Control,60+,Female
379383,Control,30–45,Female
3410627,Test,30–45,Unknown
4189157,Test,45–60,Female
4818716,Test,45–60,Female
2193560,Test,<30,Unknown
1991959,Control,45–60,Female
3326338,Test,45–60,Unknown
603740,Control,<30,Unknown
8587573,Control,60+,Male
2686581,Test,30–45,Female
1347359,Test,<30,Male
2608915,Test,45–60,Female
1499943,Test,60+,Female
8152789,Test,30–45,Unknown
7723133,Control,45–60,Female
3740598,Control,45–60,Female
9516750,Test,45–60,Female
5716313,Control,30–45,Male
7723498,Test,60+,Unknown
3025871,Test,<30,Unknown
2938714,Test,60+,Male
3665536,Control,45–60,Male
9898098,Test,60+,Female
4452367,Test,<30,Unknown
5771710,Test,30–45,Male
1902404,Control,45–60,Male
717217,Test,<30,Unknown
8413588,Control,45–60,Male
7205483,Test,60+,Female
9517918,Test,60+,Unknown
7240184,Test,45–60,Male
3453663,Control,30–45,Male
1116381,Test,45–60,Female
9299842,Control,30–45,Male
6129296,Test,60+,Male
4761169,Test,45–60,Male
120089,Test,30–45,Female
1966484,Control,30–45,Unknown
6550982,Control,30–45,Male
9127572,Control,<30,Unknown
7462324,Control,30–45,Female
8052248,Test,<30,Unknown
9566295,Test,45–60,Male
3847466,Control,45–60,Unknown
9377390,Control,30–45,Unknown
1778797,Control,45–60,Female
6692452,Test,30–45,Unknown
2523528,Control,<30,Unknown
251242,Control,60+,Male
2809450,Test,60+,Female
5322441,Test,60+,Female
4515670,Control,45–60,Male
8931606,Control,30–45,Male
2858665,Test,<30,Female
1777437,Control,30–45,Female
2046679,Test,30–45,Female
2773493,Control,45–60,Female
3294285,Control,<30,Male
1655558,Control,30–45,Male
2225588,Control,<30,Unknown
2441457,Control,45–60,Male
3896969,Control,60+,Female
9243610,Control,45–60,Unknown
6398380,Test,60+,Male
3146446,Test,60+,Male
2578270,Control,45–60,Female
4886946,Test,60+,Female
5678222,Test,30–45,Unknown
6934348,Control,30–45,Male
771234,Control,45–60,Female
90360,Test,30–45,Female
9793340,Control,30–45,Male
6198270,Test,45–60,Unknown
423183,Control,45–60,Male
7416691,Test,30–45,Unknown
1906444,Control,30–45,Female
8422671,Control,45–60,Unknown
1822632,Control,30–45,Female
1212666,Test,60+,Male
1437753,Control,30–45,Male
9571177,Control,45–60,Female
9525559,Control,<30,Female
6658155,Test,45–60,Female
1050966,Control,45–60,Male
5737391,Test,30–45,Female
2911975,Control,45–60,Female
5511315,Control,30–45,Unknown
871796,Test,30–45,Male
9043613,Test,45–60,Female
1722078,Test,30–45,Unknown
9560411,Control,45–60,Unknown
6586221,Control,<30,Unknown
9329665,Control,<30,Male
2503558,Test,60+,Female
3077364,Control,<30,Unknown
6408484,Test,60+,Male
3850270,Control,60+,Male
2867628,Control,60+,Unknown
9215294,Control,45–60,Female
1470498,Control,30–45,Unknown
1065421,Test,30–45,Unknown
1729262,Control,60+,Male
228662,Test,45–60,Male
7377671,Test,<30,Unknown
7052152,Test,<30,Male
3100272,Control,45–60,Male
4556322,Control,45–60,Female
2621516,Control,30–45,Female
760441,Control,60+,Male
6903843,Control,60+,Female
2190540,Control,30–45,Female
8023584,Test,30–45,Female
9655121,Test,30–45,Unknown
7617721,Test,30–45,Female
7020198,Control,45–60,Female
2622567,Control,30–45,Female
6690559,Control,60+,Unknown
1073670,Control,30–45,Female
1668573,Test,60+,Female
4673510,Test,45–60,Unknown
7012672,Test,45–60,Unknown
2252096,Control,<30,Male
7265937,Test,30–45,Female
6796441,Test,<30,Female
7038248,Control,30–45,Male
5602328,Test,60+,Male
9494361,Test,60+,Unknown
7248158,Control,45–60,Unknown
7248474,Control,60+,Unknown
4412028,Test,45–60,Female
9262601,Control,<30,Unknown
9664057,Control,45–60,Female
8209656,Control,60+,Male
8603287,Test,45–60,Unknown
7935784,Control,60+,Unknown
827472,Control,30–45,Male
9881868,Control,60+,Male
5688264,Control,30–45,Unknown
3377468,Test,60+,Female
6481853,Test,30–45,Male
3276921,Control,30–45,Female
732703,Control,60+,Female
1583448,Test,45–60,Female
6227290,Control,30–45,Unknown
8178567,Test,<30,Unknown
8800426,Control,60+,Unknown
8549146,Control,<30,Unknown
8902724,Test,30–45,Female
823501,Control,60+,Male
2973864,Test,45–60,Unknown
9085035,Test,60+,Male
7825597,Test,30–45,Male
1313545,Test,60+,Male
3264886,Test,45–60,Unknown
5798479,Control,60+,Unknown
8811563,Test,30–45,Female
6524192,Test,<30,Male
2485121,Test,30–45,Unknown
2097144,Test,60+,Female
2138300,Control,30–45,Unknown
1482158,Test,45–60,Female
5944118,Control,45–60,Unknown
9046009,Control,60+,Unknown
317438,Test,45–60,Female
6582979,Control,45–60,Female
319618,Test,30–45,Female
4373565,Test,45–60,Female
9586701,Test,<30,Unknown
4477529,Test,60+,Male
3569925,Control,30–45,Male
6124096,Test,30–45,Male
4861157,Control,45–60,Male
1657840,Test,30–45,Female
3752974,Test,45–60,Female
6385837,Test,<30,Unknown
3670754,Test,45–60,Male
327362,Test,60+,Female
2305789,Control,60+,Unknown
4412635,Test,<30,Unknown
590336,Control,<30,Unknown
406265,Test,45–60,Male
9432466,Test,<30,Unknown
3695644,Test,<30,Male
2539742,Test,30–45,Female
4567305,Control,<30,Unknown
4613757,Test,30–45,Unknown
5100840,Test,<30,Male
1411520,Test,60+,Unknown
3750586,Control,30–45,Female
4107723,Test,45–60,Male
6534331,Control,45–60,Female
3005754,Control,30–45,Unknown
1175926,Control,45–60,Male
6966565,Test,30–45,Unknown
4267119,Control,60+,Male
2449816,Test,60+,Male
5001250,Test,45–60,Unknown
9053591,Test,30–45,Unknown
4364398,Control,45–60,Unknown
562776,Test,45–60,Female
5753951,Control,<30,Unknown
7946939,Control,60+,Female
5994678,Test,30–45,Male
5379662,Test,30–45,Female
4202044,Control,30–45,Female
1071368,Control,45–60,Female
1115553,Test,30–45,Female
4863666,Test,<30,Male
6976141,Test,30–45,Unknown
3582221,Test,<30,Unknown
3259703,Test,60+,Female
4740460,Test,60+,Male
8815122,Control,60+,Unknown
8376269,Test,30–45,Female
1016444,Test,60+,Female
5596629,Test,<30,Male
9797596,Control,30–45,Male
696176,Control,<30,Unknown
1768887,Test,<30,Unknown
3562211,Test,30–45,Male
1377697,Test,45–60,Female
9643185,Test,30–45,Unknown
5668063,Control,45–60,Unknown
8925648,Test,30–45,Female
9775028,Test,<30,Unknown
5577490,Control,30–45,Female
7606958,Control,60+,Male
8473526,Test,60+,Female
5536014,Test,30–45,Female
8015946,Control,30–45,Unknown
9950359,Control,60+,Female
6428716,Control,45–60,Male
1847030,,60+,Female
482780,,60+,Female
6612821,,30–45,Unknown
9273347,,45–60,Female
8270059,,45–60,Female
7125451,,45–60,Female
3539274,,60+,Male
1204899,,60+,Female
3066405,,<30,Unknown
5169425,,<30,Female
567982,,45–60,Male
2937432,,<30,Unknown
6968908,,30–45,Female
9293007,,45–60,Male
3927339,,45–60,Unknown
3699967,,30–45,Unknown
9341409,,60+,Unknown
1016785,,30–45,Female
3087281,,45–60,Female
4868294,,45–60,Unknown
8251506,,45–60,Male
2988791,,<30,Unknown
6891626,,30–45,Male
354532,,60+,Male
3554877,,45–60,Unknown
7853815,,60+,Unknown
8010043,,30–45,Male
615769,,60+,Male
4158882,,45–60,Female
311062,,45–60,Male
9856880,,30–45,Male
3390580,,60+,Female
179176,,45–60,Unknown
3267096,,60+,Female
6153522,,60+,Female
1968126,,45–60,Male
3289905,,45–60,Male
5992231,,30–45,Female
5635526,,45–60,Female
2158992,,45–60,Female
7760432,,45–60,Male
3761525,,30–45,Unknown
7950184,,30–45,Unknown
1686024,,45–60,Unknown
562072,,45–60,Unknown
1678079,,45–60,Male
9121557,,45–60,Male
2907657,,45–60,Male
8896891,,60+,Female
6158117,,45–60,Female
7431260,,60+,Male
8692203,,<30,Unknown
8359142,,30–45,Female
4517160,,45–60,Male
4556150,,30–45,Female
9483280,,60+,Unknown
8634384,,45–60,Female
325480,,60+,Male
3789553,,45–60,Male
3988369,,30–45,Unknown
3909487,,45–60,Female
2975853,,<30,Unknown
7619330,,45–60,Unknown
942315,,45–60,Male
421303,,60+,Female
2663159,,45–60,Unknown
2431602,,30–45,Unknown
816965,,<30,Unknown
4326003,,45–60,Male
4422000,,45–60,Female
4462601,,60+,Female
8328240,,<30,Unknown
8663573,,<30,Unknown
9482480,,45–60,Female
3749338,,60+,Female
3653201,,60+,Unknown
4020910,,45–60,Female
6361935,,45–60,Male
8870669,,<30,Female
2195508,,30–45,Unknown
6084715,,60+,Unknown
5591447,,60+,Unknown
7149931,,45–60,Male
8723542,,<30,Unknown
1153011,,60+,Female
8426715,,45–60,Unknown
7370473,,30–45,Male
6659816,,<30,Unknown
5799299,,45–60,Male
7087830,,<30,Female
2961747,,45–60,Unknown
8903121,,<30,Unknown
2783581,,60+,Female
415461,,30–45,Male
1591985,,<30,Unknown
3026895,,30–45,Unknown
9966960,,60+,Female
906742,,<30,Unknown
2402562,,30–45,Female
8930140,,45–60,Female
3473873,,45–60,Female
8279234,,45–60,Male
1845021,,60+,Male
7880341,,<30,Unknown
1263465,,30–45,Male
7479322,,60+,Male
5457630,,45–60,Unknown
2031257,,30–45,Male
30630,,30–45,Unknown
351846,,45–60,Male
5862002,,30–45,Male
7103355,,<30,Unknown
7286852,,45–60,Female
8283728,,45–60,Unknown
378235,,30–45,Unknown
6631202,,30–45,Unknown
659154,,60+,Female
396893,,45–60,Male
8873332,,<30,Female
8617480,,45–60,Unknown
6905197,,60+,Male
1686221,,60+,Female
8839346,,30–45,Unknown
3883897,,<30,Female
9232068,,30–45,Male
1894095,,60+,Female
3633959,,<30,Unknown
5744792,,45–60,Unknown
4533968,,<30,Unknown
9068559,,45–60,Female
7184615,,45–60,Female
9490317,,45–60,Female
8640466,,30–45,Unknown
7087460,,30–45,Unknown
333807,,45–60,Female
643833,,<30,Male
9956076,,45–60,Male
4945652,,30–45,Male
2228678,,45–60,Female
7563776,,45–60,Female
3712581,,<30,Unknown
6836174,,30–45,Female
3422057,,60+,Unknown
7028575,,30–45,Unknown
4163888,,45–60,Unknown
1792490,,30–45,Female
8670382,,45–60,Female
7525129,,60+,Female
3307283,,<30,Male
7806826,,30–45,Unknown
2307697,,<30,Unknown
962565,,<30,Female
942584,,<30,Unknown
4902959,,45–60,Male
7102848,,<30,Male
3359721,,60+,Male
5311035,,45–60,Male
6733542,,45–60,Unknown
7453784,,45–60,Unknown
5218001,,60+,Male
1363979,,45–60,Female
7923376,,45–60,Female
5620805,,45–60,Female
4539263,,60+,Male
1626163,,45–60,Unknown
3791301,,45–60,Male
7036801,,<30,Unknown
9951104,,45–60,Unknown
4087305,,45–60,Unknown
1296906,,30–45,Female
9832241,,<30,Unknown
3193322,,60+,Female
9741275,,60+,Male
374476,,45–60,Unknown
5958854,,<30,Unknown
2624304,,30–45,Female
8068491,,45–60,Male
9606695,,60+,Male
9065745,,<30,Unknown
4248510,,<30,Unknown
3199675,,30–45,Female
7966792,,30–45,Unknown
1612188,,30–45,Female
3770892,,30–45,Male
4055438,,60+,Male
1450997,,45–60,Male
8046189,,30–45,Female
4890985,,<30,Female
7327823,,<30,Female
3944612,,30–45,Male
6744799,,<30,Unknown
8461018,,<30,Unknown
1680375,,60+,Unknown
3644708,,30–45,Male
5454928,,45–60,Unknown
1519217,,30–45,Unknown
3393682,,<30,Male
5836651,,<30,Unknown
5365223,,45–60,Male
8708009,,60+,Female
6187587,,30–45,Male
2279710,,30–45,Female
1753726,,30–45,Unknown
1763235,,45–60,Unknown
8951766,,60+,Unknown
9687991,,<30,Male
3063140,,45–60,Male
9947751,,30–45,Male
2426003,,60+,Female
7687882,,45–60,Unknown
5764328,,60+,Male
7211276,,45–60,Unknown
2799182,,30–45,Male
48493,,30–45,Male
4433805,,60+,Male
9996478,,<30,Female
1392657,,<30,Unknown
9814865,,45–60,Male
1551069,,<30,Unknown
6021410,,30–45,Male
6467006,,30–45,Female
5769416,,60+,Female
6578440,,30–45,Female
2943479,,60+,Male
651731,,45–60,Female
4631220,,<30,Unknown
9400954,,60+,Male
1692673,,30–45,Male
5417612,,<30,Unknown
9845392,,45–60,Male
590938,,<30,Male
6913019,,<30,Male
2716517,,30–45,Female
8263141,,45–60,Female
4792047,,60+,Female
6974179,,45–60,Male
8779287,,60+,Female
4968325,,45–60,Female
4984194,,60+,Male
389812,,<30,Male
6094879,,45–60,Male
1540851,,60+,Unknown
8223718,,60+,Female
2843358,,45–60,Female
341850,,30–45,Female
2403477,,45–60,Unknown
9057666,,60+,Unknown
5087226,,60+,Female
8867813,,<30,Unknown
7177496,,45–60,Female
5345295,,30–45,Female
6690652,,60+,Female
2121218,,45–60,Male
5404014,,45–60,Female
7186548,,<30,Unknown
4135827,,<30,Unknown
5647239,,60+,Unknown
9280793,,30–45,Male
6429547,,45–60,Male
9513653,,30–45,Female
1336253,,60+,Unknown
7615846,,30–45,Unknown
160239,,45–60,Male
1042055,,45–60,Female
6598108,,45–60,Male
4115669,,30–45,Female
4611604,,<30,Unknown
6386163,,45–60,Female
2138744,,30–45,Male
9076702,,60+,Male
5352767,,60+,Female
477312,,30–45,Male
9265657,,30–45,Male
9361446,,45–60,Female
5922405,,30–45,Unknown
4290127,,30–45,Unknown
9722364,,60+,Male
7408206,,30–45,Unknown
8447327,,<30,Unknown
4090201,,45–60,Female
8029845,,30–45,Male
7981691,,30–45,Unknown
4212800,,30–45,Female
1706343,,<30,Male
4336068,,30–45,Male
1246310,,45–60,Female
9450250,,<30,Female
9880551,,<30,Unknown
4127490,,<30,Unknown
6612911,,30–45,Unknown
8152197,,<30,Unknown
2687249,,30–45,Female
5537730,,30–45,Male
5925726,,30–45,Female
7189879,,<30,Male
4772219,,30–45,Male
1040502,,30–45,Male
7134706,,30–45,Unknown
1141926,,30–45,Male
703904,,30–45,Female
8512747,,30–45,Female
7940321,,45–60,Male
2454114,,45–60,Female
6958993,,45–60,Female
5128264,,30–45,Unknown
5920904,,30–45,Male
5983630,,<30,Unknown
1762431,,60+,Female
3825494,,30–45,Male
9921232,,60+,Female
9429798,,<30,Unknown
9195485,,30–45,Male
3482893,,30–45,Male
9095063,,<30,Male
3697201,,<30,Unknown
3092121,,60+,Unknown
8332865,,<30,Female
9135105,,30–45,Female
6608077,,60+,Male
4783865,,30–45,Unknown
4942018,,<30,Unknown
8811960,,<30,Unknown
1769763,,<30,Female
516381,,45–60,Unknown
7841084,,30–45,Male
3196743,,30–45,Female
6587249,,30–45,Male
2148461,,60+,Male
5391191,,30–45,Unknown
5540103,,<30,Unknown
8464079,,30–45,Unknown
4509005,,45–60,Male
9030871,,45–60,Female
846562,,<30,Unknown
1780352,,30–45,Male
9264012,,<30,Male
6165173,,30–45,Female
6808563,,<30,Female
8631616,,<30,Unknown
7403214,,45–60,Female
9965310,,60+,Female
7459482,,45–60,Female
9694673,,45–60,Unknown
1087694,,60+,Female
6897210,,<30,Unknown
9993788,,<30,Female
9353090,,30–45,Unknown
7803995,,<30,Unknown
7548292,,60+,Female
8900222,,45–60,Unknown
8915730,,<30,Female
6417741,,45–60,Female
101573,,45–60,Male
5411135,,<30,Unknown
6023595,,<30,Unknown
7452074,,<30,Unknown
2849829,,45–60,Female
8367317,,<30,Male
8744156,,<30,Unknown
3617216,,60+,Female
575776,,30–45,Male
5509818,,30–45,Unknown
4234626,,30–45,Female
6513636,,<30,Unknown
2425768,,60+,Female
6778595,,<30,Female
156163,,60+,Unknown
631244,,60+,Unknown
4791734,,45–60,Female
7882784,,30–45,Female
6081190,,60+,Male
3000891,,45–60,Female
3968196,,60+,Female
1000145,,30–45,Unknown
9261309,,<30,Male
599409,,45–60,Female
5807523,,45–60,Male
5963169,,45–60,Female
3046079,,45–60,Male
5328904,,30–45,Female
7153094,,45–60,Male
8506687,,30–45,Unknown
126956,,<30,Male
5659932,,45–60,Female
9656147,,45–60,Male
7759406,,<30,Unknown
610786,,<30,Unknown
2134084,,45–60,Unknown
4007411,,<30,Female
5355302,,30–45,Female
166042,,<30,Unknown
9499865,,30–45,Unknown
6243339,,60+,Unknown
6818868,,<30,Unknown
455158,,45–60,Male
2079443,,30–45,Unknown
3384359,,30–45,Male
4416268,,30–45,Male
5380101,,60+,Male
8098867,,<30,Female
4055905,,30–45,Male
2745497,,45–60,Female
9056285,,45–60,Male
6445756,,<30,Unknown
3182411,,30–45,Unknown
7982291,,30–45,Male
1058969,,45–60,Female
5563898,,<30,Unknown
6927449,,45–60,Unknown
7908643,,30–45,Female
7101923,,45–60,Unknown
9356502,,45–60,Female
8332486,,<30,Unknown
4432521,,45–60,Female
3312874,,45–60,Female
2630006,,45–60,Male
6302078,,<30,Unknown
5422289,,60+,Male
8441898,,60+,Unknown
2840140,,<30,Unknown
6806195,,60+,Unknown
4340720,,45–60,Unknown
9922717,,30–45,Female
5434950,,45–60,Female
5977296,,45–60,Female
5984359,,45–60,Male
5599425,,30–45,Unknown
398002,,60+,Male
5510539,,45–60,Male
3916621,,30–45,Female
1557499,,45–60,Female
4781122,,<30,Male
6395896,,<30,Unknown
2199860,,60+,Unknown
3318386,,60+,Male
8674999,,60+,Male
403974,,45–60,Male
3087898,,45–60,Male
547501,,<30,Female
4901498,,30–45,Male
4421496,,30–45,Male
2644765,,45–60,Female
3010978,,<30,Unknown
5263532,,60+,Female
2383282,,<30,Unknown
5828289,,45–60,Female
3969217,,60+,Female
9458016,,45–60,Male
3472361,,60+,Male
9777679,,60+,Female
9304203,,<30,Unknown
7939919,,<30,Female
1836783,,30–45,Female
9738652,,<30,Male
3790708,,30–45,Male
7198395,,<30,Female
8940130,,<30,Unknown
4104344,,30–45,Female
9558900,,<30,Unknown
6795153,,<30,Unknown
9429183,,30–45,Unknown
5644850,,45–60,Female
1697142,,<30,Male
889721,,45–60,Male
884356,,<30,Unknown
3847857,,45–60,Female
2371123,,45–60,Male
2545478,,30–45,Female
6136106,,60+,Male
5498440,,30–45,Male
4960023,,<30,Male
7633409,,45–60,Male
4914249,,30–45,Male
688436,,30–45,Male
6808075,,<30,Female
5778980,,<30,Male
9002888,,60+,Male
1826691,,<30,Female
4137467,,45–60,Female
8504463,,30–45,Male
6217094,,45–60,Male
4295839,,30–45,Male
2489149,,60+,Unknown
355493,,45–60,Unknown
5100554,,60+,Unknown
9154274,,45–60,Female
4233685,,30–45,Female
1007585,,<30,Female
8805171,,30–45,Unknown
4822843,,45–60,Unknown
8921710,,60+,Female
6597815,,30–45,Unknown
4309127,,60+,Male
8841640,,45–60,Female
572025,,45–60,Unknown
8500293,,45–60,Female
9981648,,<30,Unknown
7238643,,30–45,Female
8187423,,45–60,Female
416622,,<30,Unknown
349561,,45–60,Female
5807540,,30–45,Male
9119441,,60+,Female
6862890,,60+,Male
6323009,,45–60,Female
9919482,,<30,Unknown
7507324,,<30,Unknown
9022561,,30–45,Unknown
7051713,,60+,Female
7730369,,<30,Female
5976354,,30–45,Female
1401649,,<30,Unknown
2557128,,60+,Unknown
3018578,,<30,Unknown
7701142,,<30,Unknown
7308038,,<30,Unknown
3611879,,45–60,Male
7131427,,<30,Female
8918147,,60+,Male
5570172,,60+,Female
5016244,,60+,Male
243868,,<30,Male
9932901,,45–60,Unknown
7813592,,60+,Unknown
2190938,,<30,Male
9097156,,60+,Female
1558070,,30–45,Male
5241165,,30–45,Unknown
968558,,30–45,Male
1243106,,45–60,Unknown
5720930,,<30,Unknown
3578390,,<30,Male
5407201,,45–60,Male
9998980,,<30,Unknown
689460,,60+,Male
6312781,,45–60,Unknown
9188874,,45–60,Female
5483768,,45–60,Female
4494847,,60+,Female
1713311,,45–60,Female
819691,,60+,Unknown
5776844,,30–45,Male
592202,,45–60,Female
7500955,,60+,Male
944568,,30–45,Female
4032327,,<30,Unknown
27270,,<30,Unknown
2911951,,30–45,Male
739542,,<30,Male
7982830,,60+,Female
3298764,,45–60,Female
699213,,<30,Male
3792796,,<30,Male
709112,,30–45,Unknown
1964877,,60+,Unknown
5485412,,30–45,Male
8937438,,45–60,Unknown
7519697,,60+,Male
3034669,,30–45,Unknown
5843557,,<30,Unknown
1962906,,30–45,Unknown
2706771,,30–45,Unknown
8881027,,45–60,Female
7224877,,<30,Female
1615596,,45–60,Female
6293964,,60+,Female
3890916,,45–60,Male
1654769,,30–45,Female
7068808,,30–45,Female
4619301,,<30,Female
709910,,45–60,Male
4666280,,<30,Unknown
680024,,45–60,Unknown
2242477,,45–60,Female
8462408,,<30,Unknown
1454623,,30–45,Male
9349990,,45–60,Male
6023031,,<30,Unknown
3355961,,45–60,Male
9497001,,45–60,Female
7776944,,45–60,Female
9496169,,<30,Female
9951222,,45–60,Female
8624969,,<30,Female
6909820,,45–60,Male
2289110,,45–60,Female
4479562,,45–60,Female
5342961,,30–45,Female
2284284,,60+,Female
5297696,,30–45,Female
3351159,,<30,Male
5147563,,30–45,Unknown
681024,,30–45,Female
8946199,,30–45,Unknown
8618018,,60+,Unknown
8088206,,60+,Male
5574879,,<30,Male
1253239,,30–45,Unknown
2485180,,60+,Male
2279501,,<30,Unknown
2785039,,60+,Female
9349826,,45–60,Female
8803055,,45–60,Male
1925244,,<30,Male
9316569,,<30,Male
3992466,,30–45,Female
4039696,,<30,Unknown
1653084,,30–45,Unknown
8331010,,30–45,Unknown
4106072,,30–45,Female
9951593,,30–45,Male
4192344,,45–60,Unknown
819559,,45–60,Unknown
2534639,,30–45,Female
3552391,,<30,Unknown
2207403,,30–45,Female
9701010,,30–45,Male
3688019,,<30,Unknown
8912020,,<30,Unknown
7274607,,45–60,Female
7372115,,<30,Unknown
9643296,,<30,Female
1057076,,30–45,Male
3168693,,60+,Male
5631890,,45–60,Male
7096871,,30–45,Male
3639933,,60+,Male
7095063,,45–60,Female
1488171,,<30,Unknown
7939252,,<30,Male
1563833,,60+,Female
8907765,,45–60,Unknown
5421613,,45–60,Unknown
7285900,,30–45,Male
2948424,,30–45,Female
4989767,,30–45,Female
9815141,,45–60,Female
6560336,,45–60,Male
3307681,,30–45,Male
8743145,,<30,Male
1160618,,30–45,Unknown
9654575,,30–45,Female
8393431,,30–45,Unknown
2585140,,60+,Male
870892,,<30,Unknown
8964191,,45–60,Female
6966445,,<30,Unknown
6728810,,60+,Unknown
8845105,,45–60,Unknown
6744122,,60+,Male
8023692,,60+,Unknown
5806334,,45–60,Female
8243862,,60+,Female
9398031,,<30,Unknown
3176313,,30–45,Male
709013,,45–60,Unknown
1619391,,45–60,Male
765393,,30–45,Unknown
407444,,<30,Unknown
6370993,,45–60,Male
4952794,,45–60,Unknown
9139210,,30–45,Male
3016975,,30–45,Unknown
1080694,,45–60,Male
1718063,,45–60,Unknown
428068,,45–60,Female
5486217,,30–45,Unknown
8692465,,60+,Male
8200156,,<30,Male
8327268,,<30,Unknown
9814849,Control,30–45,Female
8240010,Test,45–60,Male
2050360,Test,45–60,Male
668996,Control,<30,Female
8076294,Control,30–45,Unknown
8701900,Test,60+,Unknown
3399501,Test,30–45,Male
1788838,Control,45–60,Female
8696517,Control,60+,Unknown
9059531,Control,60+,Male
413157,Control,30–45,Female
1461831,Test,30–45,Female
9103724,Control,45–60,Unknown
1330036,Test,<30,Unknown
3436975,Control,<30,Male
572617,Test,30–45,Male
4343885,Control,60+,Male
5759626,Test,30–45,Unknown
7633966,Control,45–60,Male
5732744,Control,45–60,Male
2717233,Test,45–60,Unknown
1622925,Test,45–60,Male
5395303,Control,30–45,Male
1181698,Control,60+,Male
9017041,Control,30–45,Female
9286966,Test,45–60,Male
8945602,Control,45–60,Unknown
4728463,Test,30–45,Unknown
5033489,Control,30–45,Female
8758402,Control,45–60,Male
4554752,Control,<30,Female
6578023,Control,30–45,Unknown
6061376,Control,45–60,Male
345640,Test,45–60,Unknown
7817761,Test,30–45,Unknown
626494,Test,30–45,Unknown
2712519,Control,30–45,Male
5926577,Test,<30,Unknown
6168374,Control,45–60,Unknown
9101443,Control,60+,Unknown
42725,Test,<30,Unknown
3329380,Test,45–60,Unknown
2898817,Control,45–60,Unknown
3423690,Control,45–60,Female
2620242,Control,45–60,Male
5807085,Test,30–45,Unknown
4373203,Control,60+,Female
2785646,Test,<30,Unknown
151897,Test,45–60,Male
9481495,Control,30–45,Unknown
9244149,Control,30–45,Female
2545621,Control,45–60,Unknown
1607366,Test,45–60,Male
1287625,Test,30–45,Female
6642557,Test,<30,Unknown
4924821,Test,60+,Female
3647,Control,60+,Female
9403797,Control,30–45,Unknown
3798807,Control,<30,Unknown
9237579,Test,30–45,Male
5136874,Test,60+,Female
2637815,Test,45–60,Male
9890510,Test,45–60,Male
2337117,Test,30–45,Female
4218473,Test,<30,Female
8315431,Control,<30,Unknown
9342924,Control,45–60,Unknown
945455,Test,30–45,Male
7634812,Test,60+,Female
5288701,Test,30–45,Male
9856717,Control,45–60,Male
4562878,Test,30–45,Female
5074993,Test,45–60,Male
2940929,Test,60+,Female
187902,Test,45–60,Female
3181060,Control,60+,Unknown
6731654,Control,60+,Male
3340172,Test,<30,Unknown
4023983,Control,45–60,Female
7662754,Test,45–60,Unknown
1130170,Control,45–60,Unknown
2331634,Test,45–60,Female
884881,Test,45–60,Unknown
6934467,Test,30–45,Female
8537968,Control,60+,Female
6773877,Control,45–60,Unknown
2988143,Test,<30,Unknown
2001189,Control,60+,Unknown
193303,Test,45–60,Male
7764241,Test,<30,Unknown
8879065,Test,30–45,Unknown
3478755,Test,60+,Unknown
7992906,Control,30–45,Male
937927,Control,30–45,Female
8632638,Test,45–60,Female
4297435,Test,45–60,Female
7689327,Control,30–45,Male
6852168,Test,<30,Unknown
3115591,Control,<30,Unknown
4859191,Control,60+,Female
3905654,Control,60+,Female
1835674,Test,30–45,Male
228538,Test,45–60,Unknown
7075225,Test,45–60,Female
4155983,Control,<30,Unknown
4022592,Test,60+,Male
3842338,Control,30–45,Male
1637369,Test,60+,Male
1466000,Test,45–60,Unknown
1653222,Test,30–45,Unknown
6501980,Control,45–60,Male
59152,Test,45–60,Unknown
641409,Test,45–60,Female
7133081,Control,45–60,Unknown
855556,Control,30–45,Male
2432399,Control,30–45,Unknown
7215501,Test,<30,Female
671304,Control,45–60,Female
4180417,Test,45–60,Male
9151400,Control,45–60,Unknown
2788414,Test,45–60,Unknown
6059059,Test,60+,Female
759538,Test,30–45,Female
1281539,Control,45–60,Female
1147840,Control,45–60,Male
9774375,Test,30–45,Female
9458283,Test,45–60,Male
7163989,Test,<30,Female
5794104,Control,30–45,Male
9090172,Control,45–60,Unknown
1092899,Test,45–60,Male
3205096,Control,45–60,Male
6367461,Test,30–45,Female
9522306,Control,30–45,Unknown
334362,Test,30–45,Unknown
3150881,Control,45–60,Unknown
9815454,Control,45–60,Male
